TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
39;true;9;true;off ;permitted ;false;REQ001REQ011
59;false;4;true;on ;low ;false;REQ003REQ010
93;true;5;true;on ;low ;false;
111;false;0;true;on ;low ;false;
143;true;6;false;off ;low ;true;REQ005REQ009
180;false;4;true;on ;low ;false;REQ006REQ010
193;true;8;false;off ;low ;true;REQ005REQ009
229;false;1;false;off ;low ;true;
246;true;11;true;off ;high ;false;REQ001REQ006REQ002
269;false;8;false;on ;low ;false;REQ004REQ003REQ010
285;false;6;true;on ;low ;false;
328;false;5;false;on ;low ;false;
359;false;11;true;off ;high ;false;REQ001REQ002REQ011
375;true;7;false;off ;low ;true;REQ004REQ005REQ003
392;true;2;false;off ;low ;true;
410;false;9;true;off ;permitted ;false;REQ006REQ010REQ001REQ011
448;false;8;true;on ;low ;false;REQ003REQ010
466;false;4;true;on ;low ;false;
500;false;1;false;on ;low ;false;
540;false;2;false;on ;low ;false;
557;true;3;true;on ;low ;false;
595;false;3;true;on ;low ;false;
632;true;7;true;on ;low ;false;
642;true;7;true;on ;low ;false;
664;true;10;false;off ;high ;false;REQ001REQ002REQ011
685;false;2;true;on ;low ;false;REQ004REQ003REQ010
699;false;7;true;on ;low ;false;
711;false;7;true;on ;low ;false;
746;false;0;false;on ;low ;false;
778;true;10;false;off ;high ;false;REQ005REQ001REQ011REQ002REQ008
818;true;11;true;off ;high ;false;
827;false;7;false;on ;low ;false;REQ004REQ003REQ010
865;false;2;true;on ;low ;false;
906;false;0;false;on ;low ;false;
949;false;9;true;off ;permitted ;false;REQ001REQ011
961;false;9;true;off ;permitted ;false;
