TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
49;false;true;true;true;5;REQ007
88;true;false;false;false;4;REQ005
132;true;false;false;false;4;REQ005
145;true;false;true;false;4;REQ005
169;true;false;false;false;4;REQ005
209;false;true;true;false;5;REQ007
219;true;false;true;false;4;REQ005
231;false;false;false;true;1;REQ002
282;true;true;false;false;1;
298;false;false;false;true;1;REQ002
323;false;false;true;false;2;REQ003
335;true;true;false;true;2;
345;false;false;true;false;2;REQ003
373;false;true;false;true;5;REQ007
396;true;false;true;true;4;REQ005
429;false;false;true;true;0;REQ001
477;false;true;false;false;5;REQ007
514;false;false;false;true;1;REQ002
559;false;false;false;false;3;REQ004
607;false;false;false;false;3;REQ004
650;false;false;false;false;3;REQ004
697;true;false;false;true;4;REQ005
730;true;true;false;false;4;REQ006
759;false;false;true;false;2;REQ003
806;false;true;false;false;5;REQ007
