TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
35;false;false;false;false;3;REQ004
81;true;false;false;true;4;REQ005
121;false;true;true;false;5;REQ007
150;false;false;false;true;1;REQ002
201;true;false;false;true;4;REQ005
217;true;false;true;false;4;REQ005
227;true;true;true;true;4;REQ006
254;true;false;true;false;4;REQ005
301;false;false;false;true;1;REQ002
315;false;true;false;false;5;REQ007
326;false;false;false;true;1;REQ002
335;true;true;false;false;1;
345;false;false;true;false;2;REQ003
381;true;true;false;true;2;
411;true;false;true;true;4;REQ005
420;false;true;true;false;5;REQ007
430;false;false;false;false;3;REQ004
481;true;true;false;false;3;
491;true;false;false;false;4;REQ005
519;true;false;true;false;4;REQ005
561;false;true;false;true;5;REQ007
604;false;true;true;false;5;REQ007
641;false;false;false;true;1;REQ002
666;false;true;false;false;5;REQ007
706;false;true;false;true;5;REQ007
