TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
45;true;false;true;true;4;REQ005
91;false;false;true;true;0;REQ001
103;false;false;false;true;1;REQ002
123;true;false;false;true;4;REQ005
171;true;false;false;false;4;REQ005
222;false;false;false;false;3;REQ004
235;true;true;false;true;3;
266;true;true;false;false;3;
310;false;true;false;false;5;REQ007
349;true;true;false;true;5;REQ008
393;false;true;false;true;5;REQ007
417;true;true;true;true;5;REQ008
454;false;false;false;true;1;REQ002
501;false;true;false;false;5;REQ007
511;false;true;true;true;5;REQ007
534;true;false;false;true;4;REQ005
556;true;true;false;true;4;REQ006
570;true;false;false;false;4;REQ005
596;false;true;false;false;5;REQ007
629;true;false;true;false;4;REQ005
676;true;true;false;true;4;REQ006
722;true;true;false;true;4;
753;false;true;false;false;5;REQ007
779;true;false;true;false;4;REQ005
815;true;false;true;true;4;REQ005
