TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
29;true;0;true;on ;low ;false;
78;false;1;false;on ;low ;false;
92;true;7;true;on ;low ;false;
117;true;8;false;on ;low ;false;
134;true;9;true;off ;permitted ;false;REQ001REQ011
162;true;0;false;on ;low ;false;REQ003REQ010
180;true;7;true;on ;low ;false;
222;true;7;false;on ;low ;false;
261;false;7;false;on ;low ;false;
288;false;6;true;on ;low ;false;
327;false;5;false;on ;low ;false;
360;false;5;false;on ;low ;false;
405;false;7;false;on ;low ;false;
423;true;4;false;off ;low ;true;REQ005REQ009
447;true;8;false;off ;low ;true;
490;true;11;true;off ;high ;false;REQ006REQ010REQ001REQ011REQ002
520;false;8;true;on ;low ;false;REQ004REQ003REQ010
539;true;5;false;off ;low ;true;REQ005REQ009
579;false;10;true;off ;high ;false;REQ001REQ002REQ007
599;false;5;true;on ;low ;false;REQ004REQ003REQ010
644;true;8;false;off ;low ;true;REQ005REQ009
675;false;6;true;on ;low ;false;REQ006REQ010
720;false;9;true;off ;permitted ;false;REQ001REQ011
747;true;9;true;off ;permitted ;false;
772;false;1;true;on ;low ;false;REQ003REQ010
797;true;8;true;on ;low ;false;
827;true;0;true;on ;low ;false;
855;true;9;true;off ;permitted ;false;REQ001REQ011
864;false;8;false;on ;low ;false;REQ003REQ010
887;true;1;true;on ;low ;false;
913;true;1;false;on ;low ;false;
936;true;0;false;on ;low ;false;
946;false;11;true;off ;high ;false;REQ001REQ011REQ002
962;false;1;true;on ;low ;false;REQ004REQ003REQ010
998;false;9;false;off ;permitted ;false;REQ001REQ011
1038;true;1;false;off ;low ;true;REQ003REQ010REQ005REQ009
