TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;false;1;0;
4;true;false;1;0;
6;true;false;1;0;
8;true;true;0;0;REQ001
10;true;false;0;0;
12;true;true;0;0;
15;false;false;0;0;
18;false;true;0;0;
20;false;true;0;0;
22;false;true;0;0;
24;false;true;0;0;
27;true;true;0;0;
29;true;false;0;0;
32;false;false;0;0;
35;true;false;3;0;REQ002
38;true;false;3;0;
40;false;false;3;0;
43;true;true;3;0;
45;true;true;1;1;REQ004
48;true;false;1;1;
51;true;false;1;1;
53;false;true;0;1;REQ001
55;false;false;0;1;
58;false;true;0;1;
60;true;false;0;1;
62;false;false;0;1;
64;false;true;0;1;
66;true;true;0;1;
69;true;true;0;1;
72;true;false;0;1;
75;false;true;0;1;
77;false;false;0;1;
