TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;false;true;0;0;REQ001
5;false;true;0;0;
8;true;false;0;0;
10;true;true;0;0;
13;true;true;0;0;
16;true;false;0;0;
18;false;true;0;0;
20;true;false;0;0;
23;true;false;0;0;
26;false;true;0;0;
29;true;true;0;0;
31;true;true;0;0;
34;true;true;0;0;
37;true;true;0;0;
40;false;false;0;0;
42;true;true;0;0;
45;false;false;0;0;
48;false;true;0;0;
50;true;true;0;0;
52;false;false;0;0;
55;false;true;0;0;
57;true;true;0;0;
60;true;false;0;0;
63;false;false;0;0;
65;false;true;0;0;
68;true;true;0;0;
71;false;false;0;0;
74;true;true;0;0;
76;false;true;0;0;
79;true;false;0;0;
82;false;true;0;0;
85;false;true;0;0;
