TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
304;1;2;80;2;0;REQ012
616;1;2;80;2;0;
878;0;2;81;3;3;REQ017REQ003
1143;1;0;80;2;0;REQ012REQ001
1442;0;1;81;1;1;REQ010REQ002
1696;0;2;80;2;3;REQ001REQ011
1984;1;2;79;2;0;REQ012
2313;0;2;81;3;3;REQ009REQ004REQ017REQ003
2586;0;0;80;2;3;REQ001
2910;1;1;81;0;0;REQ008REQ003REQ012REQ004
3227;0;0;80;2;0;REQ001
3511;0;1;81;1;1;REQ010REQ002
3761;1;2;79;2;0;REQ012REQ001
4083;1;0;80;2;0;
4419;0;2;79;2;3;REQ011
4715;0;0;80;2;3;
5004;0;0;81;3;3;REQ008REQ003
5312;1;1;81;0;0;REQ012REQ004
5595;0;0;81;0;0;REQ004
5817;0;2;81;3;3;REQ011REQ003
6115;0;0;80;2;3;REQ001
6374;1;0;79;2;0;REQ012
6666;1;1;79;2;1;REQ013
6957;1;1;79;2;1;
7214;0;0;81;1;1;REQ007REQ002
