TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
32;false;true;true;false;5;REQ007
64;true;false;true;true;4;REQ005
115;false;false;true;true;0;REQ001
162;true;false;true;false;4;REQ005
208;false;true;false;true;5;REQ007
241;true;false;true;false;4;REQ005
259;false;true;false;true;5;REQ007
277;true;false;false;true;4;REQ005
322;true;true;true;false;4;REQ006
350;false;false;true;false;2;REQ003
370;false;true;true;false;5;REQ007
419;true;true;true;false;5;REQ008
438;true;false;false;false;4;REQ005
472;false;false;true;false;2;REQ003
511;true;false;true;true;4;REQ005
531;true;true;false;true;4;REQ006
575;false;true;true;false;5;REQ007
625;true;false;false;true;4;REQ005
647;false;false;false;false;3;REQ004
677;false;true;false;false;5;REQ007
728;true;true;true;false;5;REQ008
769;false;true;true;false;5;REQ007
816;true;false;false;false;4;REQ005
827;true;true;true;true;4;REQ006
863;true;true;true;true;4;
