TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
24;false;5;true;on ;low ;false;
72;true;8;false;off ;low ;true;REQ005REQ009
81;false;9;true;off ;permitted ;false;REQ001REQ006
117;true;7;false;off ;low ;true;REQ003REQ010REQ005REQ009
161;true;10;true;off ;high ;false;REQ006REQ001REQ002
186;true;4;true;on ;low ;false;REQ004REQ003REQ010
237;false;7;false;on ;low ;false;
250;true;11;false;off ;high ;false;REQ001REQ002REQ011
279;true;2;true;on ;low ;false;REQ004REQ003REQ010
288;true;4;true;on ;low ;false;
332;false;4;true;on ;low ;false;
375;true;9;true;off ;permitted ;false;REQ001REQ011
390;false;4;false;on ;low ;false;REQ003REQ010
409;true;5;true;on ;low ;false;
421;true;10;true;off ;high ;false;REQ001REQ002REQ011
446;true;6;false;on ;low ;false;REQ004REQ003REQ010
466;true;3;true;on ;low ;false;
483;false;0;true;on ;low ;false;
522;true;6;false;off ;low ;true;REQ005REQ009
558;true;4;true;on ;low ;false;REQ006REQ010
595;true;6;false;on ;low ;false;
622;false;4;true;on ;low ;false;
646;false;9;false;off ;permitted ;false;REQ001REQ011
658;true;1;false;off ;low ;true;REQ005REQ003
676;false;2;false;off ;low ;true;
694;false;0;false;off ;low ;true;
725;true;9;false;off ;permitted ;true;REQ001
771;false;10;true;off ;high ;false;REQ006REQ002
818;false;9;false;off ;permitted ;false;REQ004
832;false;7;false;on ;low ;false;REQ003REQ010
850;true;10;true;off ;high ;false;REQ001REQ002REQ011
891;true;4;false;on ;low ;false;REQ004REQ003REQ010
917;true;11;true;off ;high ;false;REQ001REQ002REQ011
936;true;6;true;on ;low ;false;REQ004REQ003REQ010
970;true;9;true;off ;permitted ;false;REQ001REQ011
983;true;8;false;on ;low ;false;REQ003REQ010
