TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
45;false;true;false;false;5;REQ007
81;false;false;false;false;3;REQ004
97;false;true;true;false;5;REQ007
123;false;false;false;false;3;REQ004
160;false;false;false;true;1;REQ002
199;true;true;false;true;1;
235;true;true;false;false;1;
285;false;false;true;true;0;REQ001
325;true;false;true;false;4;REQ005
360;true;true;false;false;4;REQ006
372;false;false;false;true;1;REQ002
416;false;true;false;true;5;REQ007
436;false;true;false;false;5;REQ007
485;true;false;true;false;4;REQ005
523;false;true;true;true;5;REQ007
557;true;true;true;false;5;REQ008
566;true;false;true;true;4;REQ005
595;false;false;true;false;2;REQ003
616;true;true;true;false;2;
639;true;false;false;true;4;REQ005
683;false;false;true;false;2;REQ003
730;true;true;true;false;2;
766;false;false;true;true;0;REQ001
796;false;true;true;false;5;REQ007
843;true;true;true;true;5;REQ008
