TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
44;true;10;false;off ;high ;false;REQ001REQ011REQ005REQ002REQ007
73;true;0;false;on ;low ;false;REQ004REQ003REQ010
94;false;10;true;off ;high ;false;REQ001REQ011REQ002
137;true;0;true;on ;low ;false;REQ004REQ003REQ010
153;true;11;false;off ;high ;false;REQ001REQ011REQ002
192;false;6;true;on ;low ;false;REQ004REQ003REQ010
220;true;5;false;off ;low ;true;REQ005REQ009
263;false;7;true;on ;low ;false;REQ006REQ010
309;false;4;false;on ;low ;false;
333;true;0;false;off ;low ;true;REQ005REQ009
360;true;2;true;on ;low ;false;REQ006REQ010
402;false;10;true;off ;high ;false;REQ001REQ002REQ011
415;false;7;true;on ;low ;false;REQ004REQ003REQ010
425;false;8;true;on ;low ;false;
448;false;1;false;on ;low ;false;
482;true;8;true;on ;low ;false;
496;false;7;false;on ;low ;false;
507;false;5;false;on ;low ;false;
522;true;9;false;off ;permitted ;true;REQ001REQ011REQ005
535;false;6;false;off ;low ;true;REQ003
574;false;7;true;on ;low ;false;REQ006REQ010
586;false;10;false;off ;high ;false;REQ001REQ002REQ011
614;false;1;false;on ;low ;false;REQ004REQ003REQ010
665;false;10;false;off ;high ;false;REQ001REQ011REQ002
680;true;5;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
725;false;9;true;off ;permitted ;false;REQ001REQ006
770;false;1;false;on ;low ;false;REQ003REQ010
781;false;6;false;on ;low ;false;
826;false;3;true;on ;low ;false;
850;false;0;false;on ;low ;false;
892;false;4;false;on ;low ;false;
904;false;4;true;on ;low ;false;
932;false;5;true;on ;low ;false;
955;true;3;false;off ;low ;true;REQ005REQ009
986;false;6;false;off ;low ;true;
1017;true;6;false;off ;low ;true;
