TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
5;true;true;0;0;
8;false;true;0;0;
11;true;false;0;0;
13;false;false;0;0;
15;true;true;0;0;
17;true;false;0;0;
19;true;true;0;0;
22;false;true;0;0;
24;false;false;0;0;
26;true;true;0;0;
28;false;false;0;0;
30;true;false;3;0;REQ002
32;true;false;3;0;
35;true;false;3;0;
37;true;true;3;0;
40;false;true;1;1;REQ004
42;true;true;1;1;
45;true;false;1;1;
47;false;false;1;1;
49;false;true;0;1;REQ001
51;false;true;0;1;
54;true;false;0;1;
57;false;false;0;1;
60;false;true;0;1;
63;true;false;0;1;
66;true;true;0;1;
69;false;false;0;1;
72;true;true;0;1;
75;true;false;0;1;
77;true;false;0;1;
80;false;false;0;1;
