TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
22;false;true;false;false;5;REQ007
35;true;true;false;true;5;REQ008
57;true;true;false;false;5;
101;true;true;false;true;5;
111;true;false;false;false;4;REQ005
149;true;false;true;true;4;REQ005
171;true;false;false;true;4;REQ005
188;false;true;true;true;5;REQ007
212;false;true;true;false;5;REQ007
222;false;false;false;false;3;REQ004
255;false;false;false;true;1;REQ002
271;true;false;false;false;4;REQ005
314;false;true;true;true;5;REQ007
333;true;true;true;false;5;REQ008
371;true;false;true;true;4;REQ005
408;false;true;false;false;5;REQ007
417;false;false;false;true;1;REQ002
438;true;true;true;true;1;
464;true;false;false;false;4;REQ005
497;false;true;false;false;5;REQ007
508;false;true;true;true;5;REQ007
535;false;true;false;true;5;REQ007
571;true;true;true;true;5;REQ008
587;false;true;false;false;5;REQ007
636;false;true;false;true;5;REQ007
