TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
32;false;false;false;false;3;REQ004
45;true;true;true;false;3;
59;false;false;false;false;3;REQ004
96;true;true;false;true;3;
127;true;true;false;true;3;
168;false;true;false;true;5;REQ007
195;false;false;false;false;3;REQ004
222;true;true;false;true;3;
242;true;false;true;false;4;REQ005
255;true;true;false;true;4;REQ006
268;true;false;false;true;4;REQ005
297;false;true;true;true;5;REQ007
335;false;true;false;true;5;REQ007
370;false;true;false;true;5;REQ007
420;true;true;false;true;5;REQ008
456;true;false;false;false;4;REQ005
479;false;false;true;true;0;REQ001
499;true;false;false;false;4;REQ005
539;false;false;false;false;3;REQ004
558;true;true;false;false;3;
570;true;false;false;true;4;REQ005
600;true;false;false;true;4;REQ005
633;false;false;true;false;2;REQ003
666;false;true;true;false;5;REQ007
696;false;true;true;true;5;REQ007
