TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
301;0;0;81;2;2;REQ005
540;0;0;80;2;2;REQ001
819;1;2;81;0;0;REQ005REQ012REQ004
1041;0;2;79;2;3;REQ017REQ001
1319;0;1;81;1;1;REQ010REQ002
1540;1;2;80;2;0;REQ001REQ012
1863;0;1;80;2;1;REQ010
2194;1;2;80;2;0;REQ012
2464;1;1;81;1;1;REQ009REQ004REQ013REQ002
2756;1;1;79;2;1;REQ001
2985;1;1;81;1;1;REQ007REQ002
3254;1;2;79;2;3;REQ001REQ014
3531;1;0;79;2;0;REQ015
3857;1;0;79;2;0;
4165;1;0;81;0;0;REQ009REQ004
4482;1;2;81;3;3;REQ014REQ003
4806;1;1;79;2;1;REQ013REQ001
5042;0;2;80;2;3;REQ011
5294;1;2;79;2;0;REQ012
5602;1;2;80;2;0;
5886;0;0;80;2;0;
6209;0;0;79;2;0;
6529;0;0;81;0;0;REQ004
6775;1;2;81;0;0;REQ012
7060;0;1;79;2;1;REQ001REQ010
