TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
6;true;false;0;0;
9;false;true;0;0;
12;true;true;0;0;
14;false;false;0;0;
17;false;true;0;0;
20;true;true;0;0;
22;true;true;0;0;
24;true;false;0;0;
27;false;false;0;0;
29;true;true;0;0;
32;false;false;0;0;
34;false;false;0;0;
37;false;false;0;0;
40;true;false;2;0;REQ003
42;false;true;2;0;
44;true;true;2;0;
46;true;false;2;0;
49;false;true;2;0;
51;false;false;2;0;
53;true;false;2;0;
55;false;false;2;0;
57;true;true;2;0;
59;true;true;2;0;
61;false;true;2;0;
63;true;false;2;0;
66;true;true;2;0;
69;false;false;2;0;
72;true;false;1;0;REQ005
74;false;true;0;0;REQ001
76;false;true;0;0;
78;false;false;0;0;
