TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
26;false;true;true;false;5;REQ007
67;true;true;false;true;5;REQ008
116;false;false;true;true;0;REQ001
152;true;true;false;true;0;
176;false;false;false;false;3;REQ004
191;false;false;false;false;3;REQ004
215;true;true;true;false;3;
258;true;true;true;true;3;
268;true;true;true;true;3;
294;true;false;false;true;4;REQ005
339;false;true;true;true;5;REQ007
355;false;true;true;false;5;REQ007
375;true;true;true;true;5;REQ008
406;true;false;false;false;4;REQ005
451;true;true;true;false;4;REQ006
483;false;true;true;true;5;REQ007
525;true;false;false;true;4;REQ005
562;true;false;true;false;4;REQ005
593;true;false;false;false;4;REQ005
604;false;false;true;false;2;REQ003
620;true;false;true;true;4;REQ005
639;false;false;true;true;0;REQ001
678;true;false;false;false;4;REQ005
700;false;false;true;false;2;REQ003
724;true;true;true;false;2;
