TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
5;false;true;0;0;REQ001
7;false;false;0;0;
10;false;true;0;0;
12;true;false;0;0;
14;false;false;0;0;
17;true;true;0;0;
20;false;true;0;0;
22;true;false;0;0;
24;true;false;0;0;
26;true;true;0;0;
29;false;true;0;0;
31;true;false;0;0;
34;true;true;0;0;
37;true;false;0;0;
40;false;true;0;0;
43;false;true;0;0;
45;false;true;0;0;
48;true;false;0;0;
51;false;false;0;0;
53;false;false;0;0;
56;false;true;0;0;
59;true;true;0;0;
61;false;true;0;0;
64;false;true;0;0;
67;false;false;0;0;
69;true;false;2;0;REQ003
71;false;false;2;0;
73;true;true;2;0;
76;false;true;2;0;
79;true;false;2;0;
82;false;false;2;0;
