TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
300;1;0;81;0;0;REQ012REQ004
578;1;1;79;2;1;REQ001REQ013
912;1;0;80;2;0;REQ015
1245;1;0;81;0;0;REQ004
1534;1;0;80;2;0;REQ001
1866;0;1;81;1;1;REQ009REQ004REQ010REQ002
2159;1;0;80;2;0;REQ012REQ001
2471;1;0;80;2;0;
2756;1;0;79;2;0;
2993;1;0;81;0;0;REQ004
3247;0;2;80;2;3;REQ011REQ001
3516;0;0;81;3;3;REQ008REQ003
3751;0;2;81;3;3;REQ003REQ011
4041;0;2;80;2;3;REQ001
4312;0;1;79;2;1;REQ010
4536;0;1;81;1;1;REQ007REQ002
4765;1;0;79;2;0;REQ012REQ001
5024;0;1;79;2;1;REQ010
5245;0;1;81;1;1;REQ002
5491;1;0;81;0;0;REQ002REQ012REQ004
5821;0;0;81;0;0;REQ004
6047;0;2;80;2;3;REQ011REQ001
6383;1;1;81;0;0;REQ012REQ004
6656;1;0;79;2;0;REQ001
6896;0;1;80;2;1;REQ010
