TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
23;false;10;true;off ;high ;false;REQ001REQ011REQ002
43;false;3;false;on ;low ;false;REQ004REQ003REQ010
78;true;6;true;on ;low ;false;
115;true;9;false;off ;permitted ;false;REQ001REQ011
130;false;10;true;off ;high ;false;REQ002
155;false;0;true;on ;low ;false;REQ004REQ003REQ010
174;false;7;true;on ;low ;false;
209;false;5;true;on ;low ;false;
227;false;5;true;on ;low ;false;
241;false;9;true;off ;permitted ;false;REQ001REQ011
279;false;3;false;on ;low ;false;REQ003REQ010
313;false;8;false;on ;low ;false;
361;false;9;false;off ;permitted ;false;REQ001REQ011
386;true;9;true;off ;permitted ;false;
397;false;10;true;off ;high ;false;REQ002
407;false;0;true;on ;low ;false;REQ004REQ003REQ010
454;false;3;true;on ;low ;false;
464;false;6;false;on ;low ;false;
476;false;11;false;off ;high ;false;REQ001REQ002REQ011
491;true;2;true;on ;low ;false;REQ004REQ003REQ010
531;true;3;false;on ;low ;false;
571;true;7;false;on ;low ;false;
597;true;10;true;off ;high ;false;REQ001REQ002REQ011
625;true;1;true;on ;low ;false;REQ004REQ003REQ010
638;false;6;false;on ;low ;false;
662;true;1;false;off ;low ;true;REQ005REQ009
677;false;3;true;on ;low ;false;REQ006REQ010
687;true;7;true;on ;low ;false;
723;false;6;true;on ;low ;false;
739;false;10;true;off ;high ;false;REQ001REQ011REQ002
766;false;11;false;off ;high ;false;
804;false;5;true;on ;low ;false;REQ004REQ003REQ010
848;false;8;false;on ;low ;false;
893;false;2;false;on ;low ;false;
934;false;1;true;on ;low ;false;
973;false;8;true;on ;low ;false;
