TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
44;false;true;true;false;5;REQ007
88;true;true;true;true;5;REQ008
98;true;true;true;false;5;
127;true;false;false;false;4;REQ005
169;false;true;true;false;5;REQ007
196;false;false;true;true;0;REQ001
228;false;false;false;false;3;REQ004
247;true;true;false;true;3;
293;false;false;false;false;3;REQ004
317;false;true;false;false;5;REQ007
343;true;true;false;true;5;REQ008
362;true;true;false;true;5;
372;false;true;false;true;5;REQ007
415;true;true;false;true;5;REQ008
442;true;true;true;false;5;
479;true;true;false;true;5;
489;true;true;false;true;5;
533;false;false;true;true;0;REQ001
563;false;false;false;true;1;REQ002
603;false;false;true;true;0;REQ001
619;true;true;false;true;0;
649;false;true;true;false;5;REQ007
699;true;false;true;false;4;REQ005
718;true;true;true;false;4;REQ006
730;true;true;true;true;4;
