TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
22;true;1;true;on ;low ;false;
32;false;4;false;on ;low ;false;
51;false;10;false;off ;high ;false;REQ001REQ002REQ011
81;false;2;true;on ;low ;false;REQ004REQ003REQ010
91;true;4;true;on ;low ;false;
122;true;0;false;on ;low ;false;
172;true;6;true;on ;low ;false;
187;true;4;true;on ;low ;false;
217;false;4;true;on ;low ;false;
257;false;8;false;on ;low ;false;
277;true;3;false;off ;low ;true;REQ005REQ009
290;true;4;true;on ;low ;false;REQ006REQ010
308;true;10;true;off ;high ;false;REQ001REQ011REQ002
335;true;1;false;on ;low ;false;REQ004REQ003REQ010
345;true;7;true;on ;low ;false;
395;false;7;true;on ;low ;false;
444;true;1;false;off ;low ;true;REQ005REQ009
473;false;11;false;off ;high ;false;REQ001REQ002REQ007
508;false;8;true;on ;low ;false;REQ004REQ003REQ010
528;false;2;false;on ;low ;false;
538;false;2;true;on ;low ;false;
559;true;8;false;off ;low ;true;REQ005REQ009
574;true;8;true;on ;low ;false;REQ006REQ010
598;false;6;true;on ;low ;false;
629;false;0;true;on ;low ;false;
646;false;0;false;on ;low ;false;
657;true;8;true;on ;low ;false;
682;true;5;true;on ;low ;false;
712;false;8;true;on ;low ;false;
725;true;2;false;off ;low ;true;REQ005REQ009
753;false;5;true;on ;low ;false;REQ006REQ010
791;false;8;false;on ;low ;false;
812;true;8;true;on ;low ;false;
850;false;3;true;on ;low ;false;
861;true;9;true;off ;permitted ;false;REQ001REQ011
899;false;8;false;on ;low ;false;REQ003REQ010
