TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
4;true;true;0;0;
6;false;true;0;0;
8;false;true;0;0;
10;true;true;0;0;
12;false;true;0;0;
15;true;true;0;0;
17;false;true;0;0;
19;false;true;0;0;
21;true;true;0;0;
23;true;false;0;0;
25;true;true;0;0;
28;false;false;0;0;
30;false;true;0;0;
32;true;true;0;0;
34;false;true;0;0;
37;false;true;0;0;
39;true;true;0;0;
41;true;true;0;0;
43;false;false;0;0;
46;true;true;0;0;
48;true;false;0;0;
50;false;false;0;0;
52;true;true;0;0;
55;false;true;0;0;
57;true;true;0;0;
60;true;true;0;0;
63;false;false;0;0;
66;true;true;0;0;
69;false;false;0;0;
72;false;true;0;0;
74;false;false;0;0;
