TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
20;true;true;false;true;3;
39;true;false;true;false;4;REQ005
89;true;true;false;true;4;REQ006
118;false;true;false;false;5;REQ007
147;false;true;true;true;5;REQ007
158;true;false;true;false;4;REQ005
167;false;true;true;true;5;REQ007
205;false;false;false;true;1;REQ002
251;false;true;false;true;5;REQ007
300;true;false;true;false;4;REQ005
311;false;false;true;true;0;REQ001
348;true;false;false;true;4;REQ005
399;false;true;false;true;5;REQ007
422;true;true;false;true;5;REQ008
456;true;false;true;true;4;REQ005
470;false;true;true;true;5;REQ007
500;false;false;false;true;1;REQ002
540;false;true;false;false;5;REQ007
591;false;true;false;true;5;REQ007
635;true;false;false;true;4;REQ005
682;false;true;true;false;5;REQ007
719;false;true;true;false;5;REQ007
732;false;true;false;true;5;REQ007
761;false;false;false;false;3;REQ004
787;false;true;false;true;5;REQ007
