TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;true;true;0;0;REQ001
5;true;true;0;0;
7;false;false;0;0;
9;true;false;3;0;REQ002
12;true;false;3;0;
15;true;true;3;0;
17;false;true;3;0;
20;false;true;1;1;REQ004
22;false;true;1;1;
25;false;false;1;1;
27;false;true;0;1;REQ001
29;false;false;0;1;
32;false;false;0;1;
34;false;true;0;1;
36;false;true;0;1;
39;true;false;0;1;
41;true;true;0;1;
43;true;true;0;1;
46;true;true;0;1;
48;false;true;0;1;
50;false;false;0;1;
52;true;true;0;1;
55;true;true;0;1;
58;true;true;0;1;
60;false;true;0;1;
62;false;true;0;1;
65;false;true;0;1;
68;true;true;0;1;
71;true;false;0;1;
73;true;true;0;1;
75;false;true;0;1;
77;true;false;0;1;
