TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
27;false;false;true;false;2;REQ003
51;false;false;true;false;2;REQ003
79;true;true;false;false;2;
98;true;false;true;false;4;REQ005
143;false;true;true;true;5;REQ007
184;true;true;false;false;5;REQ008
198;true;false;true;true;4;REQ005
210;false;false;true;true;0;REQ001
260;false;false;true;false;2;REQ003
290;true;false;false;false;4;REQ005
326;false;true;true;true;5;REQ007
371;false;false;true;true;0;REQ001
398;false;false;false;true;1;REQ002
441;true;true;true;true;1;
460;false;false;true;true;0;REQ001
500;true;false;false;true;4;REQ005
548;true;false;false;true;4;REQ005
569;true;true;false;false;4;REQ006
591;false;true;true;false;5;REQ007
622;true;true;false;true;5;REQ008
637;true;true;false;true;5;
656;false;false;false;false;3;REQ004
671;true;true;true;true;3;
701;false;true;true;true;5;REQ007
739;true;false;false;true;4;REQ005
