TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
32;true;false;false;false;4;REQ005
77;true;true;false;false;4;REQ006
106;false;false;true;false;2;REQ003
130;false;true;false;false;5;REQ007
176;false;false;false;false;3;REQ004
217;true;true;false;false;3;
235;true;false;true;true;4;REQ005
279;true;true;false;true;4;REQ006
304;true;true;false;true;4;
351;true;true;true;false;4;
387;false;true;true;true;5;REQ007
411;true;false;true;true;4;REQ005
445;false;false;false;false;3;REQ004
465;true;false;true;false;4;REQ005
500;true;true;true;false;4;REQ006
509;false;true;false;true;5;REQ007
551;true;true;false;true;5;REQ008
575;false;true;false;false;5;REQ007
591;true;true;true;false;5;REQ008
622;false;true;false;false;5;REQ007
644;true;false;false;true;4;REQ005
692;false;true;false;true;5;REQ007
732;true;true;true;true;5;REQ008
751;false;true;true;false;5;REQ007
797;false;true;true;false;5;REQ007
