TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
42;false;true;true;true;5;REQ007
51;true;false;true;false;4;REQ005
75;false;false;false;true;1;REQ002
113;true;true;false;false;1;
156;true;true;false;true;1;
180;false;false;false;true;1;REQ002
230;true;false;false;true;4;REQ005
247;true;false;true;false;4;REQ005
277;false;true;true;false;5;REQ007
313;false;true;true;true;5;REQ007
353;false;false;false;false;3;REQ004
366;false;true;true;false;5;REQ007
407;false;false;false;false;3;REQ004
456;true;false;true;false;4;REQ005
470;false;false;false;true;1;REQ002
513;false;false;false;true;1;REQ002
524;true;true;true;true;1;
565;true;false;true;false;4;REQ005
596;false;true;true;true;5;REQ007
640;true;false;false;true;4;REQ005
662;false;false;false;true;1;REQ002
697;false;false;true;true;0;REQ001
728;true;false;true;false;4;REQ005
753;true;true;true;false;4;REQ006
784;true;false;false;false;4;REQ005
