TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;false;1;0;
6;false;true;0;0;REQ001
9;true;true;0;0;
11;false;true;0;0;
13;true;true;0;0;
15;false;true;0;0;
17;true;false;0;0;
19;true;false;0;0;
21;true;false;0;0;
23;false;false;0;0;
25;true;true;0;0;
27;false;true;0;0;
30;true;false;0;0;
32;false;false;0;0;
34;false;true;0;0;
36;false;false;0;0;
39;false;false;0;0;
41;true;false;2;0;REQ003
43;true;false;2;0;
46;true;true;2;0;
48;true;true;2;0;
51;true;true;2;0;
53;true;true;2;0;
55;true;false;2;0;
58;false;false;2;0;
60;true;false;2;0;
62;false;true;2;0;
65;false;true;2;0;
68;false;false;2;0;
70;false;false;2;0;
73;false;false;1;0;REQ005
76;false;true;0;0;REQ001
