TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
10;false;false;true;false;2;REQ003
57;true;false;false;true;4;REQ005
107;false;true;false;false;5;REQ007
138;true;false;true;false;4;REQ005
186;false;false;false;true;1;REQ002
235;false;true;true;true;5;REQ007
279;true;true;true;false;5;REQ008
298;false;false;true;true;0;REQ001
348;true;true;false;true;0;
391;true;true;true;true;0;
430;true;false;true;true;4;REQ005
444;false;true;false;true;5;REQ007
495;true;false;true;false;4;REQ005
531;false;false;true;true;0;REQ001
567;false;false;true;true;0;REQ001
615;false;false;true;false;2;REQ003
641;false;false;false;true;1;REQ002
684;false;false;true;true;0;REQ001
704;true;true;true;false;0;
747;false;false;true;false;2;REQ003
772;false;true;true;false;5;REQ007
784;true;true;false;false;5;REQ008
830;false;false;true;false;2;REQ003
850;true;true;false;false;2;
889;false;true;true;true;5;REQ007
