TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
37;false;4;true;on ;low ;false;
50;true;9;false;off ;permitted ;true;REQ001REQ005REQ011
89;true;0;true;on ;low ;false;REQ006REQ003REQ010
125;true;5;true;on ;low ;false;
138;true;5;false;on ;low ;false;
162;false;8;true;on ;low ;false;
193;true;10;false;off ;high ;false;REQ001REQ002REQ011
227;true;1;false;on ;low ;false;REQ004REQ003REQ010
245;true;11;true;off ;high ;false;REQ001REQ002REQ011
289;false;10;true;off ;high ;false;
321;true;1;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
366;false;10;true;off ;high ;false;REQ006REQ001REQ002
384;false;9;true;off ;permitted ;false;REQ004
435;true;4;false;off ;low ;true;REQ005REQ003
480;false;7;false;off ;low ;true;
495;false;11;false;off ;high ;false;REQ001REQ002REQ008
507;false;1;true;on ;low ;false;REQ004REQ003REQ010
541;true;1;true;on ;low ;false;
592;true;10;true;off ;high ;false;REQ001REQ002REQ011
617;true;8;true;on ;low ;false;REQ004REQ003REQ010
662;true;4;true;on ;low ;false;
703;true;8;true;on ;low ;false;
719;false;3;true;on ;low ;false;
751;true;0;false;off ;low ;true;REQ005REQ009
791;false;1;false;off ;low ;true;
803;false;11;true;off ;high ;false;REQ001REQ002REQ007
848;true;10;false;off ;high ;false;
890;true;10;false;off ;high ;false;
926;true;3;true;on ;low ;false;REQ004REQ003REQ010
958;false;5;false;on ;low ;false;
1007;true;5;true;on ;low ;false;
1057;false;8;true;on ;low ;false;
1098;false;11;false;off ;high ;false;REQ001REQ011REQ002
1125;true;8;true;on ;low ;false;REQ004REQ003REQ010
1145;false;2;true;on ;low ;false;
1156;true;3;false;off ;low ;true;REQ005REQ009
