TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
39;false;4;true;on ;low ;false;
57;false;0;false;on ;low ;false;
69;false;8;true;on ;low ;false;
106;false;6;true;on ;low ;false;
149;true;4;true;on ;low ;false;
165;false;6;true;on ;low ;false;
200;true;0;false;off ;low ;true;REQ005REQ009
246;false;6;true;on ;low ;false;REQ006REQ010
291;false;5;true;on ;low ;false;
302;true;5;false;off ;low ;true;REQ005REQ009
340;true;6;false;off ;low ;true;
361;true;0;true;on ;low ;false;REQ006REQ010
370;true;0;true;on ;low ;false;
387;true;7;false;on ;low ;false;
414;false;4;false;on ;low ;false;
464;true;6;false;off ;low ;true;REQ005REQ009
501;false;9;false;off ;permitted ;true;REQ001
511;false;4;false;off ;low ;true;REQ003
553;false;7;true;on ;low ;false;REQ006REQ010
565;false;4;true;on ;low ;false;
613;true;9;false;off ;permitted ;true;REQ005REQ009REQ001
641;false;1;true;on ;low ;false;REQ006REQ003REQ010
663;true;9;true;off ;permitted ;false;REQ001REQ011
675;true;10;false;off ;high ;false;REQ002
689;false;6;false;on ;low ;false;REQ004REQ003REQ010
734;true;9;false;off ;permitted ;true;REQ005REQ001REQ011
779;true;10;false;off ;high ;false;REQ002REQ008
828;false;0;false;on ;low ;false;REQ004REQ003REQ010
875;true;0;false;off ;low ;true;REQ005REQ009
911;false;9;true;off ;permitted ;false;REQ006REQ010REQ001REQ011
937;false;0;false;on ;low ;false;REQ003REQ010
975;true;3;true;on ;low ;false;
1021;true;0;true;on ;low ;false;
1039;false;6;false;on ;low ;false;
1064;false;9;true;off ;permitted ;false;REQ001REQ011
1114;false;10;false;off ;high ;false;REQ002
