TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
333;0;2;81;3;3;REQ011REQ003
667;1;0;79;2;0;REQ012REQ001
1007;1;1;80;2;1;REQ013
1235;0;0;79;2;1;
1456;1;2;81;0;0;REQ002REQ012REQ004
1716;1;1;79;2;1;REQ013REQ001
1993;0;1;80;2;1;
2221;1;2;80;2;0;REQ012
2451;0;1;81;1;1;REQ010REQ002
2756;0;2;80;2;3;REQ001REQ011
3064;0;1;80;2;1;REQ010
3388;1;0;81;0;0;REQ002REQ012REQ004
3658;0;2;81;3;3;REQ011REQ003
3943;1;2;79;2;0;REQ001REQ012
4261;1;0;80;2;0;
4586;0;0;79;2;0;
4833;0;2;80;2;3;REQ011
5062;0;2;79;2;3;
5281;1;2;80;2;0;REQ012
5520;1;0;79;2;0;
5822;1;0;80;2;0;
6041;1;1;79;2;1;REQ013
6375;1;2;79;2;3;REQ014
6710;1;2;80;2;3;
6948;1;2;79;2;3;
