TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
15;false;9;false;off ;permitted ;false;REQ001REQ011
34;false;0;false;on ;low ;false;REQ003REQ010
46;true;1;false;off ;low ;true;REQ005REQ009
96;true;2;false;off ;low ;true;
123;true;4;true;on ;low ;false;REQ006REQ010
168;true;0;false;on ;low ;false;
180;true;1;true;on ;low ;false;
200;false;7;false;on ;low ;false;
241;true;8;true;on ;low ;false;
266;false;7;true;on ;low ;false;
293;false;1;true;on ;low ;false;
328;true;1;false;off ;low ;true;REQ005REQ009
377;false;10;true;off ;high ;false;REQ006REQ010REQ001REQ002REQ011
413;false;9;false;off ;permitted ;false;REQ004
425;false;7;true;on ;low ;false;REQ003REQ010
452;true;8;false;off ;low ;true;REQ005REQ009
465;false;11;false;off ;high ;false;REQ001REQ002REQ007
510;true;2;true;on ;low ;false;REQ004REQ003REQ010
559;true;10;false;off ;high ;false;REQ001REQ002REQ011
572;false;5;false;on ;low ;false;REQ004REQ003REQ010
616;true;7;true;on ;low ;false;
630;false;7;false;on ;low ;false;
677;false;9;false;off ;permitted ;false;REQ001REQ011
689;true;7;true;on ;low ;false;REQ003REQ010
734;true;0;true;on ;low ;false;
780;true;6;true;on ;low ;false;
799;false;0;true;on ;low ;false;
830;true;5;false;off ;low ;true;REQ005REQ009
858;false;3;true;on ;low ;false;REQ006REQ010
896;true;3;true;on ;low ;false;
922;true;2;false;on ;low ;false;
962;true;5;true;on ;low ;false;
997;true;9;false;off ;permitted ;false;REQ001REQ011
1018;true;1;false;on ;low ;false;REQ003REQ010
1035;false;5;false;on ;low ;false;
1048;false;4;true;on ;low ;false;
