TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
3;true;true;0;0;REQ001
5;false;true;0;0;
7;true;true;0;0;
9;true;true;0;0;
12;true;false;0;0;
14;false;false;0;0;
17;true;false;3;0;REQ002
19;true;true;3;0;
21;true;false;3;0;
24;false;true;3;0;
27;false;true;1;1;REQ004
29;true;false;1;1;
31;false;true;0;1;REQ001
33;false;false;0;1;
35;false;true;0;1;
38;true;true;0;1;
41;true;true;0;1;
43;true;false;0;1;
45;true;false;0;1;
48;true;false;0;1;
51;false;false;0;1;
53;false;false;0;1;
56;true;true;0;1;
58;false;false;0;1;
60;true;false;3;1;REQ002
62;true;false;3;1;
64;false;false;3;1;
67;false;true;3;1;
70;true;false;1;1;REQ004
73;true;true;0;1;REQ001
75;true;true;0;1;
77;true;false;0;1;
