TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
295;0;2;81;3;3;REQ005REQ011REQ003
631;0;2;81;3;3;REQ003
910;0;1;79;2;1;REQ010REQ001
1149;1;1;79;2;0;REQ012
1436;0;2;81;3;3;REQ009REQ011REQ003
1733;0;2;79;2;3;REQ001
1999;0;0;80;2;3;
2333;0;1;81;1;1;REQ003REQ010REQ002
2618;1;0;81;0;0;REQ002REQ012REQ004
2937;0;0;81;0;0;REQ004
3245;1;0;79;2;0;REQ012REQ001
3535;0;1;81;1;1;REQ004REQ010REQ002
3778;1;0;79;2;0;REQ012REQ001
4062;1;1;79;2;1;REQ013
4288;0;2;80;2;3;REQ011
4576;0;0;80;2;3;
4861;0;0;79;2;3;
5156;1;0;79;2;0;REQ012
5461;0;2;79;2;3;REQ011
5690;0;1;80;2;1;REQ010
6017;0;1;81;1;1;REQ007REQ002
6322;1;1;79;2;0;REQ001REQ012
6612;1;2;81;3;3;REQ009REQ004REQ014REQ003
6919;0;1;80;2;1;REQ010REQ001
7223;0;0;81;1;1;REQ007REQ002
