TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
224;1;1;81;0;0;REQ012REQ004
534;0;1;81;1;1;REQ004REQ016REQ002
826;1;2;81;0;0;REQ002REQ012REQ004
1095;0;0;80;2;0;REQ001
1400;1;2;81;0;0;REQ009REQ012REQ004
1700;1;2;80;2;0;REQ001
2039;0;2;79;2;3;REQ017
2348;0;2;79;2;3;
2620;1;1;79;2;0;REQ012
2914;0;1;80;2;1;REQ016
3212;0;2;79;2;3;REQ011
3499;1;0;80;2;0;REQ012
3821;0;1;81;1;1;REQ010REQ002
4157;0;2;79;2;3;REQ001REQ011
4495;1;0;80;2;0;REQ012
4831;1;0;79;2;0;
5126;1;0;79;2;0;
5438;0;0;81;0;0;REQ009REQ004
5670;1;0;81;0;0;REQ012
6010;1;1;81;1;1;REQ013REQ002
6342;0;1;81;1;1;REQ002
6600;1;1;81;0;0;REQ012REQ004
6831;0;0;79;2;0;REQ001
7094;0;0;79;2;0;
7353;0;2;81;3;3;REQ009REQ004REQ011REQ003
