TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
246;1;0;79;2;0;REQ012
507;1;2;81;3;3;REQ009REQ014REQ003
753;0;2;79;2;3;REQ001
1006;0;0;79;2;3;
1319;0;2;81;3;3;REQ011REQ003
1594;1;0;80;2;0;REQ001REQ012
1906;1;2;81;3;3;REQ014REQ003
2209;1;1;79;2;1;REQ013REQ001
2493;0;2;79;2;3;REQ011
2823;0;1;80;2;1;REQ010
3045;1;0;80;2;0;REQ012
3379;0;1;80;2;1;REQ010
3717;1;2;79;2;0;REQ012
4024;0;2;80;2;3;REQ017
4358;0;1;79;2;1;REQ010
4592;0;2;81;3;3;REQ011REQ003
4899;0;2;79;2;3;REQ001
5223;1;2;80;2;0;REQ012
5478;0;0;79;2;0;
5745;1;2;80;2;0;REQ012
6002;0;1;79;2;1;REQ010
6267;1;2;79;2;0;REQ012
6563;1;2;79;2;0;
6847;1;0;79;2;0;
7184;1;2;80;2;3;REQ014
