TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
11;true;10;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ007
36;false;3;false;on ;low ;false;REQ004REQ003REQ010
77;true;5;true;on ;low ;false;
110;true;1;true;on ;low ;false;
125;true;11;true;off ;high ;false;REQ001REQ002REQ011
145;false;5;false;on ;low ;false;REQ004REQ003REQ010
162;false;8;false;on ;low ;false;
185;true;8;true;on ;low ;false;
205;true;6;false;on ;low ;false;
245;false;7;false;on ;low ;false;
281;true;3;true;on ;low ;false;
304;false;9;false;off ;permitted ;false;REQ001REQ011
354;false;4;true;on ;low ;false;REQ003REQ010
394;true;10;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ007
440;false;8;false;on ;low ;false;REQ004REQ003REQ010
451;true;4;true;on ;low ;false;
491;false;9;true;off ;permitted ;false;REQ001REQ011
531;true;8;true;on ;low ;false;REQ003REQ010
564;false;2;false;on ;low ;false;
608;false;1;false;on ;low ;false;
631;false;3;false;on ;low ;false;
681;true;8;true;on ;low ;false;
709;false;3;false;on ;low ;false;
743;true;3;true;on ;low ;false;
777;false;9;true;off ;permitted ;false;REQ001REQ011
826;false;1;true;on ;low ;false;REQ003REQ010
844;true;0;true;on ;low ;false;
879;false;2;false;on ;low ;false;
910;false;9;false;off ;permitted ;false;REQ001REQ011
943;false;9;true;off ;permitted ;false;
968;false;0;true;on ;low ;false;REQ003REQ010
980;false;4;false;on ;low ;false;
1014;true;3;true;on ;low ;false;
1046;true;8;false;on ;low ;false;
1096;false;8;true;on ;low ;false;
1132;true;3;false;off ;low ;true;REQ005REQ009
