TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
31;false;3;true;on ;low ;false;
75;false;9;false;off ;permitted ;false;REQ001REQ011
114;true;1;false;off ;low ;true;REQ005REQ003
158;true;7;true;on ;low ;false;REQ006REQ010
182;false;10;true;off ;high ;false;REQ001REQ002REQ011
219;false;5;true;on ;low ;false;REQ004REQ003REQ010
266;false;5;false;on ;low ;false;
276;false;11;false;off ;high ;false;REQ001REQ002REQ011
299;true;7;false;off ;low ;true;REQ004REQ005REQ003
321;true;7;false;off ;low ;true;
335;false;0;false;off ;low ;true;
361;true;7;false;off ;low ;true;
394;true;10;false;off ;high ;false;REQ001REQ002REQ007
441;false;2;false;on ;low ;false;REQ004REQ003REQ010
487;true;3;false;off ;low ;true;REQ005REQ009
518;false;11;true;off ;high ;false;REQ001REQ002REQ008
544;false;3;true;on ;low ;false;REQ004REQ003REQ010
580;false;9;true;off ;permitted ;false;REQ001REQ011
594;true;5;true;on ;low ;false;REQ003REQ010
640;false;3;true;on ;low ;false;
657;false;3;false;on ;low ;false;
706;true;4;false;off ;low ;true;REQ005REQ009
719;false;6;true;on ;low ;false;REQ006REQ010
753;true;1;true;on ;low ;false;
782;true;5;false;on ;low ;false;
806;true;7;true;on ;low ;false;
834;false;4;true;on ;low ;false;
869;false;7;true;on ;low ;false;
903;true;8;true;on ;low ;false;
914;false;8;true;on ;low ;false;
925;false;3;false;on ;low ;false;
962;true;11;true;off ;high ;false;REQ001REQ011REQ002
977;false;4;false;on ;low ;false;REQ004REQ003REQ010
1002;true;2;false;off ;low ;true;REQ005REQ009
1034;true;8;false;off ;low ;true;
1076;false;10;false;off ;high ;false;REQ001REQ002REQ008
