TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
20;true;false;false;true;4;REQ005
66;true;true;true;true;4;REQ006
77;false;true;true;false;5;REQ007
127;false;false;false;true;1;REQ002
159;false;false;false;false;3;REQ004
174;true;true;false;false;3;
198;false;true;true;false;5;REQ007
237;true;false;true;false;4;REQ005
284;true;true;false;true;4;REQ006
326;false;true;true;true;5;REQ007
353;true;false;false;true;4;REQ005
366;false;false;false;false;3;REQ004
377;true;false;true;false;4;REQ005
399;false;false;true;false;2;REQ003
449;false;false;true;true;0;REQ001
458;true;true;false;true;0;
507;false;false;true;false;2;REQ003
527;false;false;true;false;2;REQ003
537;true;false;true;true;4;REQ005
557;true;false;false;false;4;REQ005
602;true;false;true;false;4;REQ005
632;false;false;false;true;1;REQ002
662;false;true;true;false;5;REQ007
675;false;true;true;true;5;REQ007
698;false;true;false;true;5;REQ007
