TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
326;1;2;79;2;0;REQ012
614;0;2;80;2;3;REQ017
939;1;2;80;2;0;REQ012
1236;0;0;81;0;0;REQ009REQ004
1576;1;1;79;2;0;REQ001REQ012
1855;0;1;81;1;1;REQ004REQ016REQ002
2079;1;2;79;2;0;REQ012REQ001
2400;0;2;81;3;3;REQ009REQ004REQ017REQ003
2713;0;2;79;2;3;REQ001
2944;0;2;79;2;3;
3244;0;2;80;2;3;
3544;0;2;79;2;3;
3852;0;2;81;3;3;REQ003
4183;0;1;81;1;1;REQ010REQ002
4467;0;2;81;3;3;REQ011REQ003
4734;1;0;80;2;0;REQ012REQ001
4970;0;1;80;2;1;REQ010
5189;0;2;79;2;3;REQ011
5468;0;2;81;3;3;REQ003
5808;1;2;79;2;0;REQ001REQ012
6076;1;2;81;0;0;REQ004
6337;0;0;79;2;0;REQ001
6570;1;2;79;2;0;REQ012
6865;0;1;81;1;1;REQ004REQ010REQ002
7142;1;2;79;2;0;REQ012REQ001
