TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
17;true;10;true;off ;high ;false;REQ001REQ002REQ011
60;true;8;true;on ;low ;false;REQ004REQ003REQ010
105;false;1;false;on ;low ;false;
154;false;4;false;on ;low ;false;
188;false;7;true;on ;low ;false;
217;false;5;true;on ;low ;false;
238;true;7;true;on ;low ;false;
259;false;2;false;on ;low ;false;
287;true;11;true;off ;high ;false;REQ001REQ011REQ002
328;false;11;true;off ;high ;false;
350;true;9;true;off ;permitted ;false;REQ004
360;true;3;false;on ;low ;false;REQ003REQ010
390;true;3;false;on ;low ;false;
423;false;3;true;on ;low ;false;
453;true;10;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ007
490;false;0;false;on ;low ;false;REQ004REQ003REQ010
528;false;9;true;off ;permitted ;false;REQ001REQ011
549;false;4;true;on ;low ;false;REQ003REQ010
570;true;4;false;off ;low ;true;REQ005REQ009
617;true;2;true;on ;low ;false;REQ006REQ010
659;true;11;false;off ;high ;false;REQ001REQ002REQ011
693;true;7;true;on ;low ;false;REQ004REQ003REQ010
705;false;8;false;on ;low ;false;
736;true;0;false;off ;low ;true;REQ005REQ009
748;true;3;true;on ;low ;false;REQ006REQ010
758;false;1;false;on ;low ;false;
796;true;1;true;on ;low ;false;
820;false;6;true;on ;low ;false;
865;true;3;false;off ;low ;true;REQ005REQ009
881;false;6;true;on ;low ;false;REQ006REQ010
910;true;11;false;off ;high ;false;REQ001REQ002REQ011
937;true;6;false;on ;low ;false;REQ004REQ003REQ010
987;true;6;true;on ;low ;false;
1031;false;2;true;on ;low ;false;
1078;true;5;true;on ;low ;false;
1109;true;2;false;on ;low ;false;
