TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
21;false;true;false;true;5;REQ007
52;false;true;true;false;5;REQ007
95;false;false;false;false;3;REQ004
121;false;false;false;false;3;REQ004
162;true;true;true;false;3;
176;false;true;false;true;5;REQ007
206;true;false;false;true;4;REQ005
251;true;true;true;false;4;REQ006
292;true;true;true;true;4;
338;true;true;true;false;4;
357;true;false;true;false;4;REQ005
394;false;true;false;true;5;REQ007
415;true;false;true;true;4;REQ005
466;true;true;true;true;4;REQ006
514;false;false;true;false;2;REQ003
565;true;false;true;false;4;REQ005
609;true;false;false;false;4;REQ005
620;false;false;true;true;0;REQ001
630;false;true;false;true;5;REQ007
659;false;true;true;false;5;REQ007
679;true;true;true;false;5;REQ008
716;true;true;false;true;5;
761;true;false;false;true;4;REQ005
793;true;false;true;false;4;REQ005
811;false;true;false;false;5;REQ007
