TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
30;false;4;true;on ;low ;false;
44;false;4;true;on ;low ;false;
63;false;11;true;off ;high ;false;REQ001REQ011REQ002
89;true;1;false;off ;low ;true;REQ004REQ005REQ003
132;true;8;true;on ;low ;false;REQ006REQ010
176;true;5;true;on ;low ;false;
198;true;7;false;on ;low ;false;
214;false;4;false;on ;low ;false;
233;true;5;false;off ;low ;true;REQ005REQ009
271;false;9;false;off ;permitted ;true;REQ001
321;true;5;true;on ;low ;false;REQ003REQ006REQ010
346;true;0;true;on ;low ;false;
389;true;8;false;on ;low ;false;
418;true;9;true;off ;permitted ;false;REQ001REQ011
442;false;0;true;on ;low ;false;REQ003REQ010
468;true;1;false;off ;low ;true;REQ005REQ009
490;true;7;false;off ;low ;true;
512;false;4;false;off ;low ;true;
532;true;0;false;off ;low ;true;
579;true;2;true;on ;low ;false;REQ006REQ010
617;false;1;true;on ;low ;false;
660;true;10;true;off ;high ;false;REQ001REQ011REQ002
679;true;3;false;on ;low ;false;REQ004REQ003REQ010
695;true;4;true;on ;low ;false;
745;true;5;false;on ;low ;false;
772;true;5;true;on ;low ;false;
811;false;10;true;off ;high ;false;REQ001REQ002REQ011
836;false;8;false;on ;low ;false;REQ004REQ003REQ010
847;true;11;true;off ;high ;false;REQ001REQ011REQ002
894;true;0;true;on ;low ;false;REQ004REQ003REQ010
937;false;6;false;on ;low ;false;
980;false;5;true;on ;low ;false;
1031;false;1;true;on ;low ;false;
1052;true;1;true;on ;low ;false;
1101;true;10;false;off ;high ;false;REQ001REQ011REQ002
1147;false;7;false;on ;low ;false;REQ004REQ003REQ010
