TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
4;true;false;0;0;
6;false;true;0;0;
9;true;true;0;0;
12;true;true;0;0;
14;true;true;0;0;
16;true;false;0;0;
18;false;true;0;0;
20;false;true;0;0;
23;true;true;0;0;
26;false;true;0;0;
29;true;true;0;0;
31;false;false;0;0;
33;true;false;2;0;REQ003
35;false;true;2;0;
38;true;true;2;0;
41;true;false;2;0;
43;true;true;2;0;
46;true;true;2;0;
48;false;true;2;0;
51;false;true;2;0;
54;true;true;2;0;
57;false;true;2;0;
59;true;true;2;0;
62;false;true;2;0;
64;false;true;1;0;REQ005
67;true;false;1;0;
70;true;false;1;0;
73;false;false;1;0;
75;false;true;0;0;REQ001
78;false;true;0;0;
81;true;false;0;0;
