TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
38;true;11;false;off ;high ;false;REQ001REQ005REQ011REQ002REQ008
58;true;2;true;on ;low ;false;REQ004REQ003REQ010
104;true;3;false;on ;low ;false;
128;true;3;true;on ;low ;false;
160;true;11;true;off ;high ;false;REQ001REQ002REQ011
197;false;4;false;on ;low ;false;REQ004REQ003REQ010
241;false;10;true;off ;high ;false;REQ001REQ002REQ011
267;false;0;true;on ;low ;false;REQ004REQ003REQ010
281;true;8;true;on ;low ;false;
328;false;11;true;off ;high ;false;REQ001REQ011REQ002
338;true;9;false;off ;permitted ;true;REQ004REQ005
378;true;0;true;on ;low ;false;REQ006REQ003REQ010
409;false;7;false;on ;low ;false;
420;false;0;false;on ;low ;false;
448;false;0;true;on ;low ;false;
489;true;6;false;off ;low ;true;REQ005REQ009
509;true;9;false;off ;permitted ;true;REQ001
555;false;8;false;off ;low ;true;REQ003
596;true;7;true;on ;low ;false;REQ006REQ010
609;true;7;false;on ;low ;false;
621;true;11;false;off ;high ;false;REQ001REQ011REQ002
652;false;7;true;on ;low ;false;REQ004REQ003REQ010
675;true;8;true;on ;low ;false;
714;true;10;true;off ;high ;false;REQ001REQ002REQ011
738;false;8;true;on ;low ;false;REQ004REQ003REQ010
782;true;8;false;off ;low ;true;REQ005REQ009
804;false;8;true;on ;low ;false;REQ006REQ010
838;false;4;false;on ;low ;false;
852;false;5;false;on ;low ;false;
891;true;3;true;on ;low ;false;
906;true;1;true;on ;low ;false;
932;true;10;true;off ;high ;false;REQ001REQ011REQ002
961;false;5;false;on ;low ;false;REQ004REQ003REQ010
1004;true;10;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ008
1017;false;2;true;on ;low ;false;REQ004REQ003REQ010
1067;false;10;false;off ;high ;false;REQ001REQ011REQ002
