TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
39;true;true;false;true;3;
73;false;true;false;true;5;REQ007
87;false;false;false;true;1;REQ002
136;false;false;false;false;3;REQ004
173;true;false;true;false;4;REQ005
211;false;false;true;true;0;REQ001
258;true;true;true;true;0;
268;false;false;true;true;0;REQ001
286;true;true;true;false;0;
324;false;false;true;true;0;REQ001
374;false;true;true;false;5;REQ007
420;true;false;true;true;4;REQ005
436;true;false;true;true;4;REQ005
447;false;false;false;true;1;REQ002
494;false;true;false;true;5;REQ007
517;false;true;true;false;5;REQ007
557;false;false;false;true;1;REQ002
598;false;false;true;true;0;REQ001
622;false;false;true;true;0;REQ001
644;false;false;false;false;3;REQ004
657;true;true;true;false;3;
671;false;false;true;false;2;REQ003
688;true;false;true;false;4;REQ005
737;true;false;false;true;4;REQ005
772;true;true;true;false;4;REQ006
