TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
236;0;2;80;2;3;REQ011
515;1;2;80;2;0;REQ012
774;1;2;79;2;0;
1022;0;0;81;0;0;REQ009REQ004
1307;1;1;80;2;0;REQ001REQ012
1565;1;2;79;2;3;REQ014
1899;1;0;79;2;0;REQ015
2216;1;1;81;1;1;REQ004REQ013REQ002
2525;0;1;80;2;1;REQ001
2759;1;2;80;2;0;REQ012
2987;1;2;79;2;0;
3281;0;2;79;2;3;REQ017
3589;1;1;80;2;0;REQ012
3909;1;1;81;0;0;REQ004
4147;0;2;79;2;3;REQ001REQ011
4466;0;2;79;2;3;
4761;0;2;81;3;3;REQ003
5000;1;0;81;0;0;REQ012REQ004
5233;1;0;81;0;0;REQ004
5484;0;1;80;2;1;REQ001REQ010
5766;0;0;81;1;1;REQ002
6041;1;0;80;2;0;REQ001REQ012
6323;1;1;79;2;1;REQ013
6595;0;1;81;1;1;REQ007REQ002
6818;0;0;79;2;1;REQ001
