TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
18;true;1;true;on ;low ;false;
29;false;11;true;off ;high ;false;REQ001REQ011REQ002
56;true;11;false;off ;high ;false;
93;false;2;false;on ;low ;false;REQ004REQ003REQ010
128;true;8;true;on ;low ;false;
176;false;11;false;off ;high ;false;REQ001REQ002REQ011
187;false;0;false;on ;low ;false;REQ004REQ003REQ010
212;true;11;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ007
229;false;7;true;on ;low ;false;REQ004REQ003REQ010
238;false;10;true;off ;high ;false;REQ001REQ011REQ002
262;true;10;true;off ;high ;false;
294;false;9;true;off ;permitted ;false;REQ004
332;true;7;false;off ;low ;true;REQ005REQ003
372;true;2;true;on ;low ;false;REQ006REQ010
413;false;3;false;on ;low ;false;
441;true;0;false;off ;low ;true;REQ005REQ009
465;false;2;true;on ;low ;false;REQ006REQ010
496;false;4;false;on ;low ;false;
524;false;2;false;on ;low ;false;
536;false;8;false;on ;low ;false;
571;true;4;true;on ;low ;false;
602;false;11;false;off ;high ;false;REQ001REQ011REQ002
639;false;3;true;on ;low ;false;REQ004REQ003REQ010
667;false;11;false;off ;high ;false;REQ001REQ002REQ011
705;true;9;true;off ;permitted ;false;REQ004
743;true;7;false;on ;low ;false;REQ003REQ010
768;true;3;false;on ;low ;false;
801;true;3;true;on ;low ;false;
838;false;5;false;on ;low ;false;
869;true;5;true;on ;low ;false;
899;true;4;false;on ;low ;false;
933;false;4;true;on ;low ;false;
943;true;3;true;on ;low ;false;
980;false;8;false;on ;low ;false;
992;true;2;false;off ;low ;true;REQ005REQ009
1031;false;7;true;on ;low ;false;REQ006REQ010
