TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
45;true;4;false;off ;low ;true;REQ005REQ009
73;false;8;false;off ;low ;true;
93;false;9;false;off ;permitted ;true;REQ001
135;false;3;false;off ;low ;true;REQ003
171;true;10;true;off ;high ;false;REQ006REQ010REQ001REQ002REQ011
206;true;7;true;on ;low ;false;REQ004REQ003REQ010
243;false;0;true;on ;low ;false;
288;false;2;false;on ;low ;false;
312;false;10;true;off ;high ;false;REQ001REQ002REQ011
359;false;2;false;on ;low ;false;REQ004REQ003REQ010
377;false;7;false;on ;low ;false;
399;true;9;false;off ;permitted ;true;REQ005REQ001REQ011
436;true;11;true;off ;high ;false;REQ002REQ007
459;true;7;false;on ;low ;false;REQ004REQ003REQ010
503;true;5;false;on ;low ;false;
551;true;7;false;on ;low ;false;
591;false;1;false;on ;low ;false;
612;true;9;false;off ;permitted ;true;REQ005REQ009REQ001
632;true;11;true;off ;high ;false;REQ006REQ002
681;true;9;true;off ;permitted ;false;REQ004
725;false;2;false;on ;low ;false;REQ003REQ010
756;false;5;true;on ;low ;false;
780;true;6;true;on ;low ;false;
815;true;8;true;on ;low ;false;
825;true;10;false;off ;high ;false;REQ001REQ011REQ002
868;false;8;false;on ;low ;false;REQ004REQ003REQ010
918;false;8;false;on ;low ;false;
963;true;0;true;on ;low ;false;
987;false;10;true;off ;high ;false;REQ001REQ002REQ011
1023;true;9;false;off ;permitted ;true;REQ004REQ005
1069;false;0;false;off ;low ;true;REQ003
1113;true;6;false;off ;low ;true;
1163;false;8;true;on ;low ;false;REQ006REQ010
1193;true;9;true;off ;permitted ;false;REQ001REQ011
1208;true;3;false;on ;low ;false;REQ003REQ010
1218;false;10;true;off ;high ;false;REQ001REQ011REQ002
