TIME;I:the_emergency_flashing;I:the_turn_indicator_lever;I:the_voltage;O:the_indication_lights;O:the_flashing_mode;
0;0;0;79;2;2;
281;1;2;80;2;0;REQ012
525;1;0;80;2;0;
803;1;2;79;2;3;REQ014
1080;0;1;80;2;1;REQ010
1416;1;1;79;2;0;REQ012
1635;1;2;80;2;3;REQ014
1952;1;2;80;2;3;
2247;1;2;81;3;3;REQ003
2533;0;1;79;2;1;REQ010REQ001
2867;1;1;80;2;0;REQ012
3144;0;2;79;2;3;REQ011
3439;0;0;80;2;3;
3680;1;0;80;2;0;REQ012
3971;1;2;81;3;3;REQ014REQ003
4242;0;2;79;2;3;REQ001
4560;1;1;80;2;0;REQ012
4811;1;2;81;3;3;REQ014REQ003
5090;0;2;80;2;3;REQ001
5317;0;0;81;3;3;REQ003
5593;0;0;80;2;3;REQ001
5866;1;1;81;0;0;REQ003REQ012REQ004
6126;1;1;80;2;0;REQ001
6410;1;0;79;2;0;
6686;0;0;80;2;0;
6988;0;0;79;2;0;
