TIME;I:the_coffee_request_button;I:the_coin_sensor;O:the_system_mode;O:the_coffee_machine_output;
0;false;false;1;0;
2;false;true;0;0;REQ001
4;true;true;0;0;
7;true;true;0;0;
10;false;false;0;0;
12;false;false;0;0;
15;false;false;0;0;
18;false;true;0;0;
20;true;false;0;0;
23;false;false;0;0;
25;false;false;0;0;
28;true;true;0;0;
30;false;false;0;0;
33;true;false;2;0;REQ003
36;true;true;2;0;
39;false;true;2;0;
41;true;true;2;0;
43;true;true;2;0;
46;false;false;2;0;
48;false;true;2;0;
51;true;false;2;0;
54;false;true;2;0;
56;false;true;2;0;
58;false;false;2;0;
61;false;true;2;0;
63;false;true;1;0;REQ005
66;true;true;1;0;
68;true;true;1;0;
71;false;true;1;0;
74;true;true;1;0;
77;true;true;1;0;
80;false;true;1;0;
83;true;false;1;0;
