TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
50;true;6;true;on ;low ;false;
72;false;11;false;off ;high ;false;REQ001REQ011REQ002
100;false;7;true;on ;low ;false;REQ004REQ003REQ010
137;false;8;false;on ;low ;false;
176;false;9;true;off ;permitted ;false;REQ001REQ011
210;true;2;false;off ;low ;true;REQ003REQ010REQ005REQ009
248;true;8;true;on ;low ;false;REQ006REQ010
282;true;2;true;on ;low ;false;
313;true;7;true;on ;low ;false;
354;true;8;false;on ;low ;false;
392;false;1;true;on ;low ;false;
410;false;7;true;on ;low ;false;
458;false;3;false;on ;low ;false;
468;true;7;false;off ;low ;true;REQ005REQ009
477;false;4;false;off ;low ;true;
514;false;1;false;off ;low ;true;
559;true;9;false;off ;permitted ;true;REQ001
605;false;3;true;on ;low ;false;REQ006REQ003REQ010
654;true;11;false;off ;high ;false;REQ005REQ009REQ001REQ002REQ007
676;true;8;false;on ;low ;false;REQ004REQ003REQ010
701;false;1;false;on ;low ;false;
720;false;10;false;off ;high ;false;REQ001REQ002REQ011
764;true;1;true;on ;low ;false;REQ004REQ003REQ010
774;false;6;true;on ;low ;false;
790;false;7;true;on ;low ;false;
840;true;5;false;off ;low ;true;REQ005REQ009
885;false;9;true;off ;permitted ;false;REQ001REQ006
913;true;2;true;on ;low ;false;REQ003REQ010
949;true;3;true;on ;low ;false;
985;true;6;true;on ;low ;false;
1027;false;11;false;off ;high ;false;REQ001REQ011REQ002
1067;false;1;false;on ;low ;false;REQ004REQ003REQ010
1093;false;9;true;off ;permitted ;false;REQ001REQ011
1111;false;9;false;off ;permitted ;false;
1120;false;5;true;on ;low ;false;REQ003REQ010
1144;false;1;false;on ;low ;false;
