TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
26;false;false;true;true;0;REQ001
70;false;true;true;false;5;REQ007
102;false;true;false;true;5;REQ007
130;false;true;true;true;5;REQ007
177;false;false;false;false;3;REQ004
227;true;true;false;true;3;
241;false;true;true;true;5;REQ007
255;false;true;false;true;5;REQ007
290;false;false;false;true;1;REQ002
315;true;false;true;true;4;REQ005
339;true;true;false;true;4;REQ006
388;false;false;true;false;2;REQ003
432;false;true;false;false;5;REQ007
456;true;false;true;false;4;REQ005
487;false;true;true;true;5;REQ007
521;true;false;true;true;4;REQ005
561;true;true;false;true;4;REQ006
587;true;false;false;false;4;REQ005
622;true;false;false;false;4;REQ005
634;false;true;true;true;5;REQ007
652;false;true;false;true;5;REQ007
669;false;false;true;true;0;REQ001
695;false;true;true;false;5;REQ007
706;true;true;true;true;5;REQ008
752;true;true;true;false;5;
