TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
14;false;4;false;on ;low ;false;
52;true;10;false;off ;high ;false;REQ005REQ001REQ011REQ002REQ008
97;false;5;true;on ;low ;false;REQ004REQ003REQ010
144;true;7;false;off ;low ;true;REQ005REQ009
164;false;10;false;off ;high ;false;REQ001REQ002REQ007
200;false;2;true;on ;low ;false;REQ004REQ003REQ010
212;false;0;false;on ;low ;false;
227;false;9;false;off ;permitted ;false;REQ001REQ011
278;true;2;false;off ;low ;true;REQ005REQ003
304;false;5;false;off ;low ;true;
338;false;0;true;on ;low ;false;REQ006REQ010
352;true;5;true;on ;low ;false;
383;true;10;false;off ;high ;false;REQ001REQ002REQ011
427;true;9;false;off ;permitted ;false;REQ004
451;true;7;false;on ;low ;false;REQ003REQ010
471;false;2;false;on ;low ;false;
490;false;11;true;off ;high ;false;REQ001REQ011REQ002
516;true;1;false;off ;low ;true;REQ004REQ005REQ003
558;false;5;false;off ;low ;true;
568;false;3;true;on ;low ;false;REQ006REQ010
606;false;0;true;on ;low ;false;
627;false;11;false;off ;high ;false;REQ001REQ002REQ011
656;true;9;true;off ;permitted ;false;REQ004
704;true;10;true;off ;high ;false;REQ002
718;false;0;true;on ;low ;false;REQ004REQ003REQ010
732;true;2;true;on ;low ;false;
745;false;2;true;on ;low ;false;
762;false;0;true;on ;low ;false;
774;false;9;true;off ;permitted ;false;REQ001REQ011
801;false;4;false;on ;low ;false;REQ003REQ010
842;true;1;false;off ;low ;true;REQ005REQ009
869;false;7;true;on ;low ;false;REQ006REQ010
919;true;1;false;off ;low ;true;REQ005REQ009
960;false;9;false;off ;permitted ;true;REQ001
1010;false;11;true;off ;high ;false;REQ002REQ007
1022;false;3;true;on ;low ;false;REQ004REQ003REQ010
