TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
12;true;true;false;false;3;
60;true;true;true;false;3;
73;true;false;true;false;4;REQ005
112;true;false;true;true;4;REQ005
142;false;true;false;true;5;REQ007
157;false;true;true;false;5;REQ007
196;true;false;true;true;4;REQ005
246;false;false;false;false;3;REQ004
272;false;false;true;false;2;REQ003
296;true;true;true;false;2;
308;true;false;true;false;4;REQ005
337;true;false;false;true;4;REQ005
356;false;true;false;false;5;REQ007
402;false;true;false;true;5;REQ007
431;true;true;false;false;5;REQ008
452;true;false;false;false;4;REQ005
494;false;false;true;true;0;REQ001
525;false;true;true;true;5;REQ007
546;true;false;false;true;4;REQ005
556;false;false;false;false;3;REQ004
597;false;false;false;false;3;REQ004
624;true;false;true;false;4;REQ005
659;false;true;true;false;5;REQ007
673;true;true;true;true;5;REQ008
716;true;true;false;false;5;
