TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
12;true;false;true;true;4;REQ005
36;true;true;false;false;4;REQ006
46;false;false;false;true;1;REQ002
89;false;false;false;false;3;REQ004
108;true;false;true;false;4;REQ005
155;false;false;true;true;0;REQ001
198;true;true;true;true;0;
213;false;true;true;false;5;REQ007
229;true;false;false;true;4;REQ005
242;true;false;true;false;4;REQ005
275;true;true;false;false;4;REQ006
304;false;true;false;false;5;REQ007
330;true;false;false;true;4;REQ005
368;false;true;true;false;5;REQ007
382;true;true;true;true;5;REQ008
420;true;true;false;false;5;
460;false;false;false;false;3;REQ004
471;false;false;false;false;3;REQ004
495;false;false;false;true;1;REQ002
540;false;false;false;true;1;REQ002
578;false;false;true;false;2;REQ003
626;true;false;false;false;4;REQ005
672;true;false;true;true;4;REQ005
697;true;false;false;false;4;REQ005
743;false;false;false;false;3;REQ004
