TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
13;true;7;true;on ;low ;false;
46;false;11;true;off ;high ;false;REQ001REQ011REQ002
88;false;6;false;on ;low ;false;REQ004REQ003REQ010
117;true;9;true;off ;permitted ;false;REQ001REQ011
126;false;11;false;off ;high ;false;REQ002
155;false;4;true;on ;low ;false;REQ004REQ003REQ010
192;false;3;true;on ;low ;false;
242;false;10;true;off ;high ;false;REQ001REQ002REQ011
254;true;2;false;off ;low ;true;REQ004REQ003REQ005
275;true;2;false;off ;low ;true;
322;true;7;false;off ;low ;true;
370;false;0;true;on ;low ;false;REQ006REQ010
407;true;7;true;on ;low ;false;
425;false;2;false;on ;low ;false;
453;true;7;false;off ;low ;true;REQ005REQ009
476;true;4;true;on ;low ;false;REQ006REQ010
525;false;0;true;on ;low ;false;
564;true;10;false;off ;high ;false;REQ001REQ002REQ011
593;false;5;true;on ;low ;false;REQ004REQ003REQ010
611;true;1;false;off ;low ;true;REQ005REQ009
654;true;10;true;off ;high ;false;REQ001REQ002REQ007
685;false;11;true;off ;high ;false;
729;false;8;false;on ;low ;false;REQ004REQ003REQ010
745;false;8;false;on ;low ;false;
784;true;2;false;off ;low ;true;REQ005REQ009
827;true;7;false;off ;low ;true;
864;false;5;false;off ;low ;true;
907;false;10;false;off ;high ;false;REQ001REQ002REQ007
940;false;4;true;on ;low ;false;REQ004REQ003REQ010
975;true;7;true;on ;low ;false;
1024;false;4;true;on ;low ;false;
1067;false;11;true;off ;high ;false;REQ001REQ002REQ011
1103;false;2;false;on ;low ;false;REQ004REQ003REQ010
1137;true;6;true;on ;low ;false;
1164;true;3;false;on ;low ;false;
1182;false;9;true;off ;permitted ;false;REQ001REQ011
