TIME;I:the_left_priority_button;I:the_right_priority_button;I:the_left_command;I:the_right_command;O:the_output;
0;false;false;false;false;3;REQ004
48;true;false;false;false;4;REQ005
93;false;false;false;true;1;REQ002
112;false;false;true;false;2;REQ003
153;true;true;true;true;2;
191;false;true;true;false;5;REQ007
219;false;false;true;true;0;REQ001
267;false;true;false;false;5;REQ007
276;true;true;false;true;5;REQ008
309;true;true;true;true;5;
328;false;false;false;true;1;REQ002
344;true;true;false;false;1;
391;false;false;true;false;2;REQ003
405;true;false;true;true;4;REQ005
416;true;false;true;false;4;REQ005
451;false;false;false;true;1;REQ002
473;true;false;true;false;4;REQ005
510;true;true;true;true;4;REQ006
533;true;true;true;true;4;
583;false;true;false;true;5;REQ007
624;true;true;true;false;5;REQ008
634;false;true;false;true;5;REQ007
673;false;true;true;true;5;REQ007
707;false;false;false;false;3;REQ004
719;false;true;true;false;5;REQ007
764;false;false;false;true;1;REQ002
