TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
28;false;6;false;on ;low ;false;
38;true;11;false;off ;high ;false;REQ001REQ002REQ011
84;true;2;true;on ;low ;false;REQ004REQ003REQ010
95;false;8;true;on ;low ;false;
135;true;5;false;off ;low ;true;REQ005REQ009
151;false;3;true;on ;low ;false;REQ006REQ010
177;true;10;false;off ;high ;false;REQ005REQ001REQ002REQ008REQ011
221;true;9;true;off ;permitted ;false;REQ004
236;false;6;false;on ;low ;false;REQ003REQ010
275;true;4;true;on ;low ;false;
310;false;6;true;on ;low ;false;
331;false;6;true;on ;low ;false;
362;false;4;false;on ;low ;false;
384;false;2;false;on ;low ;false;
404;false;2;true;on ;low ;false;
430;true;4;false;off ;low ;true;REQ005REQ009
464;false;5;true;on ;low ;false;REQ006REQ010
495;true;11;false;off ;high ;false;REQ001REQ002REQ011
513;false;10;false;off ;high ;false;
527;true;2;false;off ;low ;true;REQ004REQ005REQ003
560;false;6;true;on ;low ;false;REQ006REQ010
591;true;2;true;on ;low ;false;
637;false;7;true;on ;low ;false;
663;false;4;true;on ;low ;false;
683;false;5;false;on ;low ;false;
716;false;10;false;off ;high ;false;REQ001REQ002REQ011
763;false;11;true;off ;high ;false;
784;true;0;false;off ;low ;true;REQ004REQ005REQ003
835;false;0;false;off ;low ;true;
865;true;11;true;off ;high ;false;REQ001REQ006REQ002
902;false;10;true;off ;high ;false;
946;true;1;true;on ;low ;false;REQ004REQ003REQ010
985;true;9;true;off ;permitted ;false;REQ001REQ011
1012;false;4;false;on ;low ;false;REQ003REQ010
1057;true;7;true;on ;low ;false;
1072;true;3;false;on ;low ;false;
