TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
15;true;4;false;off ;low ;true;REQ005REQ009
36;true;11;true;off ;high ;false;REQ001REQ002REQ008
51;false;6;false;on ;low ;false;REQ004REQ003REQ010
65;true;11;false;off ;high ;false;REQ005REQ001REQ002REQ011REQ007
88;true;0;false;on ;low ;false;REQ004REQ003REQ010
106;false;1;false;on ;low ;false;
143;false;7;true;on ;low ;false;
193;true;9;true;off ;permitted ;false;REQ001REQ011
224;true;0;false;on ;low ;false;REQ003REQ010
243;true;4;false;on ;low ;false;
256;false;0;false;on ;low ;false;
294;true;5;true;on ;low ;false;
310;false;11;true;off ;high ;false;REQ001REQ002REQ011
345;false;0;true;on ;low ;false;REQ004REQ003REQ010
390;true;9;true;off ;permitted ;false;REQ001REQ011
440;false;8;false;on ;low ;false;REQ003REQ010
474;true;4;true;on ;low ;false;
509;true;4;false;on ;low ;false;
520;false;6;true;on ;low ;false;
532;true;5;true;on ;low ;false;
547;false;9;false;off ;permitted ;false;REQ001REQ011
592;true;1;true;on ;low ;false;REQ003REQ010
615;false;1;true;on ;low ;false;
654;true;6;false;off ;low ;true;REQ005REQ009
666;false;6;true;on ;low ;false;REQ006REQ010
702;false;10;true;off ;high ;false;REQ001REQ011REQ002
728;true;7;true;on ;low ;false;REQ004REQ003REQ010
745;true;9;true;off ;permitted ;false;REQ001REQ011
772;false;10;false;off ;high ;false;REQ002
816;true;0;false;off ;low ;true;REQ004REQ005REQ003
845;false;11;true;off ;high ;false;REQ001REQ002REQ007
879;true;9;true;off ;permitted ;false;REQ004
897;true;3;true;on ;low ;false;REQ003REQ010
937;true;1;false;on ;low ;false;
986;false;9;true;off ;permitted ;false;REQ001REQ011
1035;true;6;false;off ;low ;true;REQ003REQ005
