TIME;I:the_blockage_button;I:the_water_pressure;I:the_reset_button;O:the_safety_injection_mode;O:the_pressure_mode;O:the_overridden_mode;
0;false;0;false;on ;low ;false;
14;true;5;true;on ;low ;false;
59;false;8;false;on ;low ;false;
77;true;4;true;on ;low ;false;
121;false;9;false;off ;permitted ;false;REQ001REQ011
156;true;5;false;off ;low ;true;REQ005REQ003
204;false;0;false;off ;low ;true;
254;true;3;false;off ;low ;true;
286;true;10;true;off ;high ;false;REQ006REQ010REQ001REQ011REQ002
319;true;2;true;on ;low ;false;REQ004REQ003REQ010
336;false;10;false;off ;high ;false;REQ001REQ002REQ011
385;true;2;false;off ;low ;true;REQ004REQ003REQ010REQ005REQ009
404;true;2;false;off ;low ;true;
433;false;8;false;off ;low ;true;
443;true;1;true;on ;low ;false;REQ006REQ010
467;true;2;true;on ;low ;false;
485;false;9;true;off ;permitted ;false;REQ001REQ011
531;false;8;false;on ;low ;false;REQ003REQ010
582;false;2;true;on ;low ;false;
603;true;9;true;off ;permitted ;false;REQ001REQ011
644;true;1;true;on ;low ;false;REQ003REQ010
680;true;8;false;on ;low ;false;
697;true;5;true;on ;low ;false;
740;false;8;false;on ;low ;false;
761;true;4;true;on ;low ;false;
771;false;4;false;on ;low ;false;
803;false;5;true;on ;low ;false;
828;false;5;false;on ;low ;false;
873;true;2;false;off ;low ;true;REQ005REQ009
898;false;0;true;on ;low ;false;REQ006REQ010
913;true;5;true;on ;low ;false;
935;false;10;false;off ;high ;false;REQ001REQ002REQ011
955;false;10;true;off ;high ;false;
982;false;0;true;on ;low ;false;REQ004REQ003REQ010
992;false;3;true;on ;low ;false;
1023;true;3;false;off ;low ;true;REQ005REQ009
1034;false;11;false;off ;high ;false;REQ001REQ002REQ008
